"object","snapshot","file","format","rows","columns","stations","size_bytes","size_mb","sha256","created_at"
"ana_cross_section_vertices","2026-06","ana_cross_section_vertices_2026-06.rds","rds",2170742,24,2842,14658428,13.979,"f5f3df522a6ca8317e617c8628418dce68ba505bea9b4e96b6ad661bf8d7142a","2026-07-07 22:04:30 CEST"
